787,15
1286,11
1304,1
1314,13
1434,6
3675,2
3897,13
3995,12
4138,1
4187,15
4302,1
4698,15
5888,13
7298,1
7307,1
7345,4
8043,13
8380,15
9168,15
9264,15
9321,8
9385,2
10689,3
11541,3
11791,13
12673,1
13261,11
13418,3
13472,10
13930,1
14045,1
14834,1
15033,13
15852,1
15974,1
16092,2
16734,15
17458,1
17617,1
18063,15
18118,8
18374,1
18401,1
19969,4
20248,13
20374,12
20972,1
21230,2
21464,14
21933,14
22120,1
22292,14
22588,1
22849,9
23975,13
24501,13
24630,2
25919,13
26342,10
26343,15
26950,1
27339,3
27795,15
27941,7
28504,9
29465,1
29957,14
30820,2
30939,1
31415,6
31689,1
31756,8
31792,1
31926,14
32248,10
32570,2
32574,1
32828,14
32911,1
33124,5
33716,2
34616,1
35201,13
36469,2
36906,1
37002,4
38035,2
38185,12
39151,15
39917,1
40231,11
40345,11
40489,1
41195,3
41494,1
41511,1
41684,1
42448,12
43283,15
44349,12
45062,7
45340,11
46137,6
46774,4
46839,2
46930,12
47456,1
47772,3
49073,1
49100,1
49132,14
49818,2
50330,2
50607,13
50977,15
51375,15
51462,2
52464,1
52865,12
52928,13
53202,14
53671,14
54368,10
54714,14
55196,13
55217,4
55279,14
55308,2
56506,2
56926,15
56948,1
57540,1
57630,5
58485,2
59838,1
59870,7
59873,2
60232,1
60565,9
60748,6
60779,8
61536,15
61583,13
62193,13
62285,5
62566,11
63117,15
64602,1
64616,4
64795,8
64905,10
65467,1
65609,1
65865,15
65913,1
66058,1
66146,10
67223,3
67584,3
68089,1
68962,4
68985,14
69471,1
69595,10
69939,1
69958,10
70506,1
70736,12
70764,13
71187,2
71938,13
71981,2
72016,4
72539,1
72653,1
73726,14
73914,13
73940,14
74451,3
74633,13
75762,1
76031,1
76587,4
76736,11
76908,1
77215,1
78637,1
78758,13
79118,1
79698,2
80733,3
81325,2
82458,1
82479,2
83142,1
83270,1
83404,4
83829,8
84079,15
84214,8
84539,1
84705,7
84776,1
85386,4
86003,1
86115,1
86344,3
86753,1
87139,1
87293,1
87321,15
87514,15
87591,1
88236,3
88752,6
88963,7
89000,8
89045,1
89617,15
90205,14
90522,1
91477,10
91868,4
92393,10
93068,14
93241,1
93735,1
94064,2
94408,1
94940,14
95218,15
95224,1
95436,4
95655,1
96014,11
96117,12
96994,14
97100,2
97258,1
97947,15
98026,15
99782,1
99990,2
100961,2
101247,14
101291,3
102074,2
102175,5
102332,15
102447,1
103407,3
103680,1
104418,10
104698,1
105324,1
105571,13
106025,7
106094,15
106217,1
106280,1
107057,1
107202,15
107415,14
107752,15
107944,15
108313,15
108585,1
109310,2
109715,15
109756,1
110130,14
110231,6
110772,5
111622,2
111927,1
112919,1
112943,13
113273,2
113568,11
113689,1
114880,1
116378,2
116719,1
116872,15
116976,3
117269,12
117483,3
117554,10
117749,1
118664,8
118687,1
119250,10
119298,5
119315,1
119707,1
119754,3
120353,3
120685,1
121029,2
121104,1
121514,3
121734,14
121763,13
122221,2
122294,14
122478,11
123248,2
124432,4
124589,1
124603,13
124697,1
125514,15
125604,5
126101,1
126223,1
126390,1
126430,1
126609,15
126737,10
126758,2
126901,10
127013,2
127464,7
127738,1
128430,15
128454,15
128966,14
129264,11
129367,9
129847,6
129911,14
130381,6
130598,1
130760,15
131297,1
131350,3
131633,1
132351,3
132572,14
132782,4
132967,5
133108,2
133378,2
133971,11
134026,2
134647,2
135145,1
135159,5
135444,15
135758,15
136404,3
136544,9
136569,15
137246,7
137465,12
137680,6
137752,1
138138,15
138171,10
138190,6
138268,8
139162,15
139301,2
139594,13
139961,3
140516,2
140607,1
140616,3
140923,8
141910,13
143386,1
143560,8
143992,1
144370,1
145419,1
145561,3
145891,9
146049,15
146666,6
147575,3
148927,4
148929,2
149361,1
149499,2
149756,2
150689,1
151681,4
151727,1
151776,1
151860,7
152036,1
152384,4
153121,8
154703,1
154802,1
154946,1
155316,1
155319,1
155389,1
155397,1
155711,11
156188,1
156959,10
157729,1
158003,15
158249,1
159027,15
159110,12
159358,15
159421,14
159813,2
160185,15
160551,1
160559,14
160868,13
161034,1
161320,3
161751,3
161787,2
162351,3
162382,15
162600,14
163567,1
163590,11
163847,1
164067,15
164197,1
164515,15
164774,1
164982,7
165438,1
165589,3
166020,1
166144,1
166775,5
166800,11
167144,14
167251,14
167774,1
168550,1
168814,13
169126,14
169941,1
170491,1
170523,1
170744,12
170849,3
170984,1
171199,12
171721,2
172179,15
172222,8
172639,1
173168,15
173822,1
174123,10
174713,11
175328,15
176465,9
176567,1
176766,14
177893,1
177983,1
178158,1
178335,15
178587,13
180223,1
180275,13
180429,1
180702,13
180830,15
180994,15
181439,1
181816,4
182734,1
183805,8
184345,10
184901,14
185085,7
185140,5
185352,15
185421,4
185680,13
186207,3
187157,1
187316,14
187673,4
187814,1
187930,2
188456,2
188471,14
188831,13
188962,14
189155,1
189200,13
189418,1
189449,14
189486,6
189854,1
190084,2
190139,1
190825,1
191038,1
191090,6
191354,14
192110,1
192222,1
192416,2
193272,15
194360,1
194470,1
194920,12
195020,5
195475,14
195525,4
196818,2
196878,13
197951,1
198226,2
198387,1
198796,3
198904,9
199447,14
199509,9
200031,15
200156,2
200355,1
200379,15
200692,14
201257,3
201324,1
202496,2
202728,11
203254,4
203448,1
205520,6
205634,8
206468,15
207167,15
207763,1
208442,4
208478,1
208554,6
208908,2
209165,15
209172,13
209678,1
209758,1
209811,1
210104,1
210334,1
210715,15
210734,7
210750,3
211304,1
211694,1
212440,3
212464,2
214136,1
214810,12
214863,12
215650,15
215778,3
215904,2
217057,2
217352,1
218998,15
219328,13
219717,9
219847,1
220330,14
220419,1
220465,14
221091,1
221207,1
221249,1
221675,1
222084,15
222237,15
223159,1
223171,1
223692,1
224828,2
226025,12
226073,14
226517,1
226602,4
226746,10
227596,15
228045,1
228076,1
228528,13
228780,3
229052,2
229501,1
229502,14
230262,1
230453,1
231161,1
231507,1
233844,1
234589,2
234732,3
234851,2
235119,4
235566,13
235747,7
236048,1
236099,5
236285,2
237106,2
237667,8
238018,1
238419,2
238755,14
238834,1
238842,13
239432,7
239814,3
241281,1
241606,13
241725,3
243293,1
243441,4
245011,14
245440,1
245531,7
245693,12
246146,15
246491,9
246535,4
247396,3
247547,1
247914,7
248561,6
248761,10
248841,8
248958,3
249360,1
249372,1
249422,15
249826,4
250106,10
250240,3
250691,15
250756,12
250851,1
250954,6
251665,13
251802,9
252008,1
252056,1
252121,5
252606,14
253510,14
253627,1
253951,1
254045,12
254159,1
254290,15
256270,4
256275,15
256372,1
256768,15
257055,1
257281,12
257349,11
257930,13
257973,1
258058,9
258422,2
259440,6
259594,1
259922,8
260542,12
260554,8
260698,8
260867,1
261751,9
261799,5
262271,14
262631,15
262640,5
262755,1
263364,14
264197,1
264847,1
265998,1
266474,3
266585,15
268054,6
269509,2
270024,10
270516,1
271586,6
271706,1
272116,1
272436,1
272600,14
272674,1
272758,9
273238,13
274080,1
274419,1
274644,2
274802,2
274903,8
275225,1
275310,3
275485,4
275751,1
275923,13
276304,1
276896,13
277479,15
277696,6
278627,15
279109,1
279414,4
279696,15
280023,1
280035,1
281083,13
282389,6
282960,1
284054,10
284075,15
285716,6
285968,1
286352,15
286379,15
286567,2
286568,4
286702,2
286822,14
286853,15
286859,2
287108,9
287886,1
288370,15
288579,7
288759,1
289082,1
289108,5
289794,9
290046,2
290212,1
291347,2
291396,8
291757,15
291935,2
292266,8
292272,13
292297,4
292429,1
293570,9
293849,4
294680,11
294740,1
295134,15
295624,1
296052,1
296432,3
296467,11
296815,5
297136,1
297446,2
297518,13
297755,13
298014,5
298412,12
298653,7
299000,14
299352,1
299428,8
299458,1
299749,1
299926,15
300413,11
300632,1
300747,5
300773,1
300891,5
300995,8
301285,6
301550,13
301799,15
302294,12
303112,2
303595,1
303781,9
303924,9
303987,4
304196,14
305107,6
305454,13
305690,2
306691,1
306729,15
306831,15
306883,1
307161,1
307190,7
307347,1
307790,1
308892,2
309131,1
309683,13
309797,15
309822,7
309902,3
310451,14
310459,1
310505,1
311599,11
311938,1
312099,1
312110,6
312408,5
312617,10
312853,15
312865,1
313422,1
313682,1
313811,1
314125,1
314327,14
314377,2
314642,15
314781,2
315409,2
315732,1
315792,2
